handle,text,is_retweet,original_author,time,in_reply_to_screen_name,in_reply_to_status_id,is_quote_status,retweet_count,favorite_count,cleaned_text,x,y,theme
HillaryClinton,We can build a future where we’re stronger together. That’s who we are as Americans. Text JOIN to 47246 to get involved.,False,,2016-09-08 17:25:24,HillaryClinton,7.739336578075525e+17,False,502,1450,We can build a future where we’re stronger together. That’s who we are as Americans. Text JOIN to 47246 to get involved.,4.46916,-3.9150183,Endorsement
HillaryClinton,"""As your Commander-in-Chief, I will not trash our country’s most cherished values. I will defend them.” —Hillary",False,,2016-09-08 17:18:57,HillaryClinton,7.739326911756698e+17,False,1051,2995,"""As your Commander-in-Chief, I will not trash our country’s most cherished values. I will defend them.” —Hillary",11.554866,-0.5346069,Engagement
HillaryClinton,We’re going to guarantee equal pay for women. It is long overdue. https://t.co/BXLf58T6nE,False,,2016-09-08 17:15:07,HillaryClinton,7.739318775477944e+17,False,686,1601,We’re going to guarantee equal pay for women. It is long overdue. ,7.229493,-1.6114117,Endorsement
HillaryClinton,What’s the best way to stand up for voting rights? Get registered: https://t.co/tTgeqxNqYm,False,,2016-09-08 17:11:53,HillaryClinton,7.739311420011274e+17,False,609,1077,What’s the best way to stand up for voting rights? Get registered: ,4.169117,-1.4665235,Security
HillaryClinton,Hillary’s speaking in North Carolina on her vision to build an economy that works for everyone. Tune in: https://t.co/5VPr9qVgkv,False,,2016-09-08 17:08:57,,,False,746,2422,Hillary’s speaking in North Carolina on her vision to build an economy that works for everyone. Tune in: ,3.6296604,-1.7534001,Security
realDonaldTrump,Hillary Clinton answered email questions differently last night than she has in the past. She is totally confused. Unfit to serve as #POTUS.,False,,2016-09-08 16:25:36,,,False,10678,31255,Hillary Clinton answered email questions differently last night than she has in the past. She is totally confused. Unfit to serve as #POTUS.,5.8081245,1.4344815,Endorsement
HillaryClinton,Hillary Clinton is supporting a bill that would protect benefits for former coal miners https://t.co/4gLC6U1swR https://t.co/ZCahhAvT9Q,True,businessinsider,2016-09-08 16:23:48,,,False,1112,1818,Hillary Clinton is supporting a bill that would protect benefits for former coal miners  ,7.324813,-2.1280928,Endorsement
HillaryClinton,"Before Hillary, the last Democrat the @DallasNews endorsed was FDR: https://t.co/4Phexk1OOG",False,,2016-09-08 16:05:51,,,False,1485,3461,"Before Hillary, the last Democrat the @DallasNews endorsed was FDR: ",6.651022,1.2139039,Endorsement
HillaryClinton,"The House should reject H.R. 5424, which rolls back important rules on Wall Street money managers and puts workers’ retirements at risk.",True,mikereedschmidt,2016-09-08 15:22:25,,,False,488,1098,"The House should reject H.R. 5424, which rolls back important rules on Wall Street money managers and puts workers’ retirements at risk.",11.20072,0.8216147,Opposition
realDonaldTrump,Hillary just gave a disastrous news conference on the tarmac to make up for poor performance last night. She's being decimated by the media!,False,,2016-09-08 15:17:47,,,False,11264,35998,Hillary just gave a disastrous news conference on the tarmac to make up for poor performance last night. She's being decimated by the media!,13.120445,4.732972,Engagement
realDonaldTrump,Last nights winner was clear &amp; it will be proven time &amp; time again - lets #MAGA!! Lets WIN!! #TrumpTrain https://t.co/sGqp9rGmBH,True,DanScavino,2016-09-08 15:09:13,,,False,7178,17673,Last nights winner was clear &amp; it will be proven time &amp; time again - lets #MAGA!! Lets WIN!! #TrumpTrain ,11.169755,0.9202074,Opposition
HillaryClinton,"Donald Trump ""absolutely"" stands behind his horrible 2013 tweet about sexual assault in the military https://t.co/c7mAsS1a06",True,nowthisnews,2016-09-08 14:53:37,,,False,1670,1899,"Donald Trump ""absolutely"" stands behind his horrible 2013 tweet about sexual assault in the military ",11.660057,-0.4850842,Engagement
HillaryClinton,"Last night, Trump chose to talk about his deep admiration and support for Putin.

Maybe he did it with a smile. https://t.co/IjcqT5Z4KZ",False,,2016-09-08 14:38:04,,,False,6907,17044,"Last night, Trump chose to talk about his deep admiration and support for Putin.

Maybe he did it with a smile. ",11.459073,0.974484,Opposition
HillaryClinton,"The next time Donald Trump throws a temper tantrum, imagine if he had the nuclear codes. https://t.co/m11adVj9v8",False,,2016-09-08 14:28:09,,,False,5281,8978,"The next time Donald Trump throws a temper tantrum, imagine if he had the nuclear codes. ",8.648971,3.257796,Opposition
HillaryClinton,"“I love this country. I will serve it with my entire heart, mind, and soul.” —Hillary on the tarmac to reporters",False,,2016-09-08 14:02:54,,,False,2336,7480,"“I love this country. I will serve it with my entire heart, mind, and soul.” —Hillary on the tarmac to reporters",5.224431,-0.92797995,Security
realDonaldTrump,"""A rough night for Hillary Clinton""  ABC News.",False,,2016-09-08 12:10:13,,,False,8941,29965,"""A rough night for Hillary Clinton""  ABC News.",3.9882243,-0.56705385,Security
HillaryClinton,There's only one candidate in this election who's ready to be America's Commander-in-Chief. https://t.co/NarHADLKi2,False,,2016-09-08 12:09:47,,,False,2851,8386,There's only one candidate in this election who's ready to be America's Commander-in-Chief. ,5.8553452,-2.7723305,Endorsement
realDonaldTrump,"Wow, reviews are in - THANK YOU!",False,,2016-09-08 10:52:27,,,False,5212,22331,"Wow, reviews are in - THANK YOU!",5.8158774,-2.793902,Endorsement
realDonaldTrump,COMING UP @GenFlynn @newtgingrich on @foxandfriends,False,,2016-09-08 10:43:12,,,False,2326,10877,COMING UP @GenFlynn @newtgingrich on @foxandfriends,4.2211757,-1.5531825,Security
realDonaldTrump,Thank you to @foxandfriends for the nice reviews of last night.,False,,2016-09-08 10:39:04,,,False,3929,16814,Thank you to @foxandfriends for the nice reviews of last night.,5.6320596,-0.45353603,Security
realDonaldTrump,Thank you America - great #CommanderInChiefForum polls! https://t.co/Rcu6KaRGCB,False,,2016-09-08 09:59:36,,,False,9687,23543,Thank you America - great #CommanderInChiefForum polls! ,9.019075,1.2319717,Opposition
realDonaldTrump,Thank you to our fantastic veterans. The reviews and polls from almost everyone of my Commander-in-Chief presentation were great. Nice!,False,,2016-09-08 04:02:15,,,False,9500,37224,Thank you to our fantastic veterans. The reviews and polls from almost everyone of my Commander-in-Chief presentation were great. Nice!,5.115215,-0.28996956,Security
HillaryClinton,Imagine this man in charge of our men and women in uniform. https://t.co/IyZ3kBGBzm,False,,2016-09-08 03:40:58,,,False,1821,3755,Imagine this man in charge of our men and women in uniform. ,7.3584404,-1.8583244,Endorsement
HillaryClinton,"Trump to Matt Lauer on Iraq: ""I was totally against the war."" Here's proof Trump is lying: https://t.co/6ZhgJMUhs3 https://t.co/PJXG20q9LJ",True,voxdotcom,2016-09-08 02:48:25,,,False,3140,3842,"Trump to Matt Lauer on Iraq: ""I was totally against the war."" Here's proof Trump is lying:  ",6.9224687,3.5595708,Opposition
HillaryClinton,"Actually, that’s just what taking the office of President seriously looks like. https://t.co/Pyn92mesom",False,,2016-09-08 01:40:44,,,True,13354,35941,"Actually, that’s just what taking the office of President seriously looks like. ",8.524393,3.2536566,Opposition
HillaryClinton,"Trump's unpresidential trifecta tonight:
1. Attack our generals
2. Praise Putin
3. Blame women in combat for sexual assault
#NBCNewsForum",True,brianefallon,2016-09-08 01:29:17,,,False,8082,10884,"Trump's unpresidential trifecta tonight:
1. Attack our generals
2. Praise Putin
3. Blame women in combat for sexual assault
#NBCNewsForum",5.8405423,-2.793279,Endorsement
HillaryClinton,Trump tried to prove he'd be fit to serve as president...by comparing @POTUS unfavorably to Putin. #NBCNewsForum https://t.co/zCZ0NfYcTT,True,TheBriefing2016,2016-09-08 01:25:41,,,False,1864,2700,Trump tried to prove he'd be fit to serve as president...by comparing @POTUS unfavorably to Putin. #NBCNewsForum ,4.256453,-0.8735662,Security
HillaryClinton,I really can't believe I just saw a Republican nominee for president heap praise on a thuggish Russian leader while denigrating our military,True,morningmoneyben,2016-09-08 01:19:37,,,False,6667,10234,I really can't believe I just saw a Republican nominee for president heap praise on a thuggish Russian leader while denigrating our military,4.5645123,-0.7692485,Security
HillaryClinton,"Donald Trump is unqualified and totally unfit to be Commander-in-Chief.

You can stop him. Register to vote today: https://t.co/tTgeqxNqYm",False,,2016-09-08 01:13:11,,,False,3058,6320,"Donald Trump is unqualified and totally unfit to be Commander-in-Chief.

You can stop him. Register to vote today: ",5.633686,-0.45401776,Security
HillaryClinton,Text QUALIFIED to 47246 if you agree there was only one candidate tonight who showed she's ready to be the next president.,False,,2016-09-08 01:07:50,,,False,1321,4950,Text QUALIFIED to 47246 if you agree there was only one candidate tonight who showed she's ready to be the next president.,8.416176,3.3372567,Opposition
HillaryClinton,"Donald Trump could be our next Commander-in-Chief.

Chip in to make sure it never happens: https://t.co/GbWxtTLvDe #NBCNewsForum",False,,2016-09-08 00:59:10,,,False,1059,2772,"Donald Trump could be our next Commander-in-Chief.

Chip in to make sure it never happens:  #NBCNewsForum",6.8981123,3.5638125,Opposition
HillaryClinton,"""It is a correct tweet."" —Donald Trump, just now #NBCNewsForum  https://t.co/EyNuOmY8oF",False,,2016-09-08 00:53:02,,,True,6982,8468,"""It is a correct tweet."" —Donald Trump, just now #NBCNewsForum  ",8.429643,3.3351932,Opposition
HillaryClinton,"Donald Trump's super secret plan to fight ISIS is still a super secret. #NBCNewsForum 
https://t.co/SBbCVgeaQD",True,TheBriefing2016,2016-09-08 00:50:57,,,False,858,1615,"Donald Trump's super secret plan to fight ISIS is still a super secret. #NBCNewsForum 
",3.4965272,2.270102,Endorsement
HillaryClinton,A man who talks about our veterans and military families like this doesn't deserve to be Commander-in-Chief. https://t.co/4s6SvAAyNA,True,HillaryClinton,2016-09-08 00:49:45,,,False,4156,8944,A man who talks about our veterans and military families like this doesn't deserve to be Commander-in-Chief. ,8.4730625,3.2122386,Opposition
HillaryClinton,"The worst part is, this isn’t the first time Donald Trump has praised Russia and Putin. #NBCNewsForum https://t.co/N6ySNILYMx",False,,2016-09-08 00:48:33,,,False,3915,6082,"The worst part is, this isn’t the first time Donald Trump has praised Russia and Putin. #NBCNewsForum ",5.0229692,-0.24124217,Security
HillaryClinton,"“I have a very good brain.” —Donald Trump on his foreign policy advisors

(Himself.) https://t.co/48MePwjHh9",False,,2016-09-08 00:41:50,,,False,1983,3612,"“I have a very good brain.” —Donald Trump on his foreign policy advisors

(Himself.) ",5.6491218,-0.3859619,Security
HillaryClinton,"In 2002, Donald Trump said he supported invading Iraq https://t.co/B3071OFSQy https://t.co/On1ZfL88eC",True,BuzzFeed,2016-09-08 00:37:41,,,False,1512,1799,"In 2002, Donald Trump said he supported invading Iraq  ",8.549,3.2323,Opposition
HillaryClinton,"Tonight, Trump is going to try and claim he's ready to be Commander-in-Chief. The facts say otherwise. 

Follow @TheBriefing2016 to see why.",False,,2016-09-08 00:31:54,,,False,1119,3512,"Tonight, Trump is going to try and claim he's ready to be Commander-in-Chief. The facts say otherwise. 

Follow @TheBriefing2016 to see why.",4.944996,1.1666456,Endorsement
HillaryClinton,Not every wound can be seen. Our veterans deserve the best mental health services we can give. #NBCNewsForum https://t.co/vHoPy09BvC,False,,2016-09-08 00:30:35,,,False,3460,9276,Not every wound can be seen. Our veterans deserve the best mental health services we can give. #NBCNewsForum ,1.1454034,0.0005809097,Endorsement
HillaryClinton,"Unlike her opponent, Hillary's plan to defeat ISIS is not a secret. #NBCNewsForum https://t.co/oD3OtTss9z",True,TheBriefing2016,2016-09-08 00:26:51,,,False,753,1476,"Unlike her opponent, Hillary's plan to defeat ISIS is not a secret. #NBCNewsForum ",5.6188707,-0.45705053,Security
HillaryClinton,We need to do everything we can to remove barriers to the health care our veterans need—whether physical or mental. #NBCNewsForum,False,,2016-09-08 00:25:05,,,False,1284,3868,We need to do everything we can to remove barriers to the health care our veterans need—whether physical or mental. #NBCNewsForum,3.5718584,-1.8357763,Security
HillaryClinton,"""I will not let the VA be privatized."" —Hillary https://t.co/FRkf6AnS2f #NBCNewsForum",False,,2016-09-08 00:22:44,,,False,970,2405,"""I will not let the VA be privatized."" —Hillary  #NBCNewsForum",11.103473,0.18980783,Opposition
HillaryClinton,"Hillary has spent decades fighting for veterans, members of the military, and their families. https://t.co/GJ0NmH6hYn #NBCNewsForum",False,,2016-09-08 00:16:16,,,False,1366,2909,"Hillary has spent decades fighting for veterans, members of the military, and their families.  #NBCNewsForum",7.8538632,-0.45265365,Endorsement
HillaryClinton,"Our next Commander-in-Chief needs to have the steadiness, strength, and judgment to make life and death decisions. https://t.co/UV6XBW7GCM",False,,2016-09-08 00:12:28,,,False,1131,3136,"Our next Commander-in-Chief needs to have the steadiness, strength, and judgment to make life and death decisions. ",8.522786,3.241189,Opposition
HillaryClinton,"It takes experience, toughness, and a steady temperament to be our Commander-in-Chief. #NBCNewsForum https://t.co/d5m0pXRMQG",False,,2016-09-08 00:03:45,,,False,2188,6667,"It takes experience, toughness, and a steady temperament to be our Commander-in-Chief. #NBCNewsForum ",13.055318,1.6527402,Engagement
HillaryClinton,Donald Trump has proven over and over again that he's unfit to be our Commander-in-Chief. https://t.co/uLoHJdzXte,False,,2016-09-07 23:55:40,,,False,2253,5053,Donald Trump has proven over and over again that he's unfit to be our Commander-in-Chief. ,5.942635,1.0477743,Endorsement
HillaryClinton,A person who trash talks our own military should never set foot in the Oval Office. https://t.co/h04p4QF1xz,True,timkaine,2016-09-07 23:44:02,,,False,2895,6212,A person who trash talks our own military should never set foot in the Oval Office. ,1.1035881,0.28001532,Endorsement
HillaryClinton,"""We must be a force for unity in America, for a vision that includes all of us."" —Gen. John Allen at the DNC https://t.co/AyI3H0mrdd",True,HFA,2016-09-07 23:35:52,,,False,420,1154,"""We must be a force for unity in America, for a vision that includes all of us."" —Gen. John Allen at the DNC ",5.954343,1.1309974,Endorsement
HillaryClinton,Trump's pay-to-play scandal revolves around the Trump U scam which preyed on people like this military family. https://t.co/LvUwpPsDOr,True,TheBriefing2016,2016-09-07 23:12:21,,,False,1794,2190,Trump's pay-to-play scandal revolves around the Trump U scam which preyed on people like this military family. ,7.902786,1.4209146,Endorsement
HillaryClinton,"Tonight, Americans will hear what Trump would do as Commander-in-Chief.

Here are 5 reasons he's unfit for the job: https://t.co/1SfNIW8Y3Q",False,,2016-09-07 22:57:46,,,False,1135,2324,"Tonight, Americans will hear what Trump would do as Commander-in-Chief.

Here are 5 reasons he's unfit for the job: ",2.8966815,0.5512072,Endorsement
HillaryClinton,A man you can bait with a tweet is not a man we can trust with nuclear weapons. https://t.co/qZ3Z10cqKN,False,,2016-09-07 22:24:21,,,False,4461,8273,A man you can bait with a tweet is not a man we can trust with nuclear weapons. ,4.733763,4.414349,Opposition
realDonaldTrump,"Thank you Peter - if elected, I will think big for our country &amp; never let the American people down! #AmericaFirst https://t.co/6Nwu7EMJ9d",False,,2016-09-07 22:07:20,,,False,8382,22041,"Thank you Peter - if elected, I will think big for our country &amp; never let the American people down! #AmericaFirst ",8.471835,3.5028615,Opposition
HillaryClinton,RT if you believe Donald Trump's actions speak louder than his empty words. https://t.co/VcLIIDNQdJ,True,timkaine,2016-09-07 21:16:00,,,False,4940,6341,RT if you believe Donald Trump's actions speak louder than his empty words. ,11.50517,-0.53557867,Engagement
HillaryClinton,A man who talks about our veterans and military families like this doesn't deserve to be Commander-in-Chief. https://t.co/4s6SvAAyNA,False,,2016-09-07 21:00:45,,,False,4156,8944,A man who talks about our veterans and military families like this doesn't deserve to be Commander-in-Chief. ,6.950894,1.1346962,Endorsement
realDonaldTrump,"Wow - thank you Pensacola, FL. See you Friday at 7pm -- join me!
https://t.co/JCO7Za78tV https://t.co/LYmpRyY0Hq",False,,2016-09-07 20:23:56,,,False,7075,22533,"Wow - thank you Pensacola, FL. See you Friday at 7pm -- join me!
 ",5.924109,0.87771183,Endorsement
HillaryClinton,"The U.S. presidency isn't an entry-level job.

How Hillary's time as our secretary of state shows she's ready: https://t.co/6akMEX6pRs",False,,2016-09-07 20:18:47,,,False,3516,8254,"The U.S. presidency isn't an entry-level job.

How Hillary's time as our secretary of state shows she's ready: ",7.145811,1.2733148,Endorsement
HillaryClinton,Did Trump use his charitable foundation to prevent a state attorney general from investigating his fraud? https://t.co/MZdZDzimY4,False,,2016-09-07 19:16:09,,,False,2099,3590,Did Trump use his charitable foundation to prevent a state attorney general from investigating his fraud? ,6.9018035,3.6361856,Opposition
HillaryClinton,".@POTUS, @madeleine, and Leon Panetta agree: Hillary's one of the best secretaries of state we've had. https://t.co/UV6XBW7GCM",False,,2016-09-07 17:52:32,,,False,1369,3435,".@POTUS, @madeleine, and Leon Panetta agree: Hillary's one of the best secretaries of state we've had. ",4.7135797,0.62675965,Endorsement
HillaryClinton,"1. Download our app
2. Complete daily challenges
3. Elect the next president

https://t.co/neivbRsKF8",True,HFA,2016-09-07 17:27:29,,,False,294,714,"1. Download our app
2. Complete daily challenges
3. Elect the next president

",7.744833,1.6526234,Endorsement
HillaryClinton,We can't afford a president who would sabotage our efforts to fight climate change. https://t.co/bvya51W44z,False,,2016-09-07 17:09:07,,,False,1845,4381,We can't afford a president who would sabotage our efforts to fight climate change. ,12.774583,5.0415835,Engagement
HillaryClinton,"Donald Trump doesn't ""know why"" African Americans would be offended that he pushed the ""birther"" conspiracy: https://t.co/IY4xocgveh",False,,2016-09-07 16:01:29,,,False,2043,3834,"Donald Trump doesn't ""know why"" African Americans would be offended that he pushed the ""birther"" conspiracy: ",13.206533,0.916271,Engagement
HillaryClinton,"When our SEALs took out bin Laden, they brought the terrorists' families to safety first. That's American honor. https://t.co/QV5zDf2iAg",False,,2016-09-07 15:35:22,,,False,1706,4129,"When our SEALs took out bin Laden, they brought the terrorists' families to safety first. That's American honor. ",3.0386338,3.0983403,Engagement
realDonaldTrump,"'Donald Trump leads Hillary Clinton by 19 points among military, veteran voters: poll' #AmericaFirst #MAGA
https://t.co/5FmxGtLkwt",False,,2016-09-07 15:11:59,,,False,8618,22958,"'Donald Trump leads Hillary Clinton by 19 points among military, veteran voters: poll' #AmericaFirst #MAGA
",1.0152748,4.5848165,Endorsement
HillaryClinton,The @DallasNews hasn't endorsed a Democrat for president since before WWII. Here's why it's endorsing Hillary: https://t.co/lMhufMDjFk,False,,2016-09-07 14:42:58,,,False,2426,5249,The @DallasNews hasn't endorsed a Democrat for president since before WWII. Here's why it's endorsing Hillary: ,4.7500954,2.4325185,Endorsement
HillaryClinton,World leaders on why Hillary's tenure as secretary of state prepared her to be president: https://t.co/ROD8Jh50aV,False,,2016-09-07 13:58:54,,,False,3384,6986,World leaders on why Hillary's tenure as secretary of state prepared her to be president: ,8.70467,3.098544,Opposition
HillaryClinton,We recommend @HillaryClinton for U.S. president https://t.co/eWtGJexQqz https://t.co/CazHEkM2pX,True,dallasnews,2016-09-07 11:52:44,,,False,4752,8149,We recommend @HillaryClinton for U.S. president  ,5.534368,-0.31169453,Security
HillaryClinton,"""I know more about ISIS than the generals do."" —Donald Trump

No, you don't. https://t.co/6tFKlsqyyk",False,,2016-09-07 11:32:34,,,False,3345,7549,"""I know more about ISIS than the generals do."" —Donald Trump

No, you don't. ",8.75454,3.2731366,Opposition
realDonaldTrump,"""@adhd_fa:Kudos to @PARISDENNARD for standing up to CNN's attempt to bully you and shout you down for defending @realDonaldTrump #media bias",False,,2016-09-07 04:22:37,,,False,5298,17312,"""@adhd_fa:Kudos to @PARISDENNARD for standing up to CNN's attempt to bully you and shout you down for defending @realDonaldTrump #media bias",2.9448557,0.7627582,Endorsement
HillaryClinton,"If Donald Trump doesn't show all Americans the respect they deserve, he doesn't deserve to be their president. https://t.co/mDBewdAYLU",False,,2016-09-07 02:53:28,,,False,2971,7180,"If Donald Trump doesn't show all Americans the respect they deserve, he doesn't deserve to be their president. ",10.325229,-0.34040183,Appreciation
HillaryClinton,Enter to win a signed copy of Hillary and Tim's new book! https://t.co/j5hq0SqGlG,False,,2016-09-07 02:31:06,,,False,478,1484,Enter to win a signed copy of Hillary and Tim's new book! ,1.0207313,4.5800114,Endorsement
realDonaldTrump,I will be interviewed on @oreillyfactor tonight at 11pmE @FoxNews. Enjoy!,False,,2016-09-07 01:20:48,,,False,3096,13398,I will be interviewed on @oreillyfactor tonight at 11pmE @FoxNews. Enjoy!,5.5407557,-0.48411265,Security
HillaryClinton,"""I think I've made a lot of sacrifices."" —Trump's response to the parents of Humayun Khan, who died serving in Iraq https://t.co/B3Av1YtocK",False,,2016-09-07 01:00:23,,,False,3859,7225,"""I think I've made a lot of sacrifices."" —Trump's response to the parents of Humayun Khan, who died serving in Iraq ",6.901215,3.6311707,Opposition
realDonaldTrump,"Thank you North Carolina- get out &amp; #VoteTrump on 11/8/2016!
#MakeAmericaGreatAgain https://t.co/HX2LRYs4Vq",False,,2016-09-07 00:32:58,,,False,6536,19531,"Thank you North Carolina- get out &amp; #VoteTrump on 11/8/2016!
#MakeAmericaGreatAgain ",0.16292866,2.376954,Endorsement
HillaryClinton,"We should be helping more immigrant families stay together, not tearing them apart. https://t.co/BGU5uxx06g",False,,2016-09-07 00:31:00,,,False,1750,4532,"We should be helping more immigrant families stay together, not tearing them apart. ",2.7703967,2.0151584,Endorsement
HillaryClinton,GOP cares more about defunding @PPFA and protecting the Confederate flag than protecting millions from Zika: https://t.co/89NlkqAERw,True,sarajacobs89,2016-09-07 00:02:25,,,False,859,1450,GOP cares more about defunding @PPFA and protecting the Confederate flag than protecting millions from Zika: ,4.3461847,1.15871,Endorsement
HillaryClinton,"""Clinton’s proposals would revolutionize how we treat young children in America.” https://t.co/vdJ9DuNINc",False,,2016-09-06 22:59:26,,,False,896,2399,"""Clinton’s proposals would revolutionize how we treat young children in America.” ",1.8643513,1.6573515,Endorsement
realDonaldTrump,"Great meeting with military spouses in Virginia- joined by @IvankaTrump, @LaraLeaTrump, @GenFlynn &amp; @MayorRGiuliani. https://t.co/00GNH9nLet",False,,2016-09-06 22:09:01,,,False,6407,19108,"Great meeting with military spouses in Virginia- joined by @IvankaTrump, @LaraLeaTrump, @GenFlynn &amp; @MayorRGiuliani. ",5.1798706,1.6772324,Endorsement
HillaryClinton,Donald Trump has a problem looking at someone different from himself and actually seeing them. https://t.co/LddoXYkBsf,False,,2016-09-06 21:52:17,,,False,3614,7717,Donald Trump has a problem looking at someone different from himself and actually seeing them. ,10.911758,-1.6500127,Appreciation
realDonaldTrump,"Thank you to all of our amazing military families, service members, and veterans. #ImWithYou https://t.co/RmQJt0Wxcq",False,,2016-09-06 20:02:26,,,False,8472,26346,"Thank you to all of our amazing military families, service members, and veterans. #ImWithYou ",7.8006864,1.6230669,Endorsement
HillaryClinton,"We can take on the threat of climate change and make America a clean energy superpower.

Or, we can do nothing. https://t.co/JlYmN61epB",False,,2016-09-06 19:58:33,,,False,2679,6023,"We can take on the threat of climate change and make America a clean energy superpower.

Or, we can do nothing. ",13.086353,1.7293344,Engagement
HillaryClinton,Vote this year like your future depends on it—because it does: https://t.co/tTgeqxNqYm,False,,2016-09-06 19:15:37,HillaryClinton,7.732373719953162e+17,False,1238,2480,Vote this year like your future depends on it—because it does: ,11.832889,-1.3440611,Engagement
HillaryClinton,"""I call on all Republicans to put people before politics and finally vote on a clean funding bill to fight Zika right here in Florida.""",False,,2016-09-06 19:12:10,HillaryClinton,7.732352674026004e+17,False,1049,2617,"""I call on all Republicans to put people before politics and finally vote on a clean funding bill to fight Zika right here in Florida.""",3.5834126,0.10128857,Endorsement
HillaryClinton,Donald Trump is totally unfit and unqualified to be president of the United States: https://t.co/Ozc1g9BJO0,False,,2016-09-06 19:03:48,HillaryClinton,7.732339952073032e+17,False,741,1465,Donald Trump is totally unfit and unqualified to be president of the United States: ,8.509796,3.3198848,Opposition
HillaryClinton,"Trump says he “knows more about ISIS than the generals do.”

Not only is that wrong, it's disrespectful to our men and women in uniform.",False,,2016-09-06 18:58:45,HillaryClinton,7.73233077065769e+17,False,966,2180,"Trump says he “knows more about ISIS than the generals do.”

Not only is that wrong, it's disrespectful to our men and women in uniform.",4.5409107,-4.1083646,Endorsement
HillaryClinton,"Right now, too many Americans are being held back by student debt.

We’ve got to fix that: https://t.co/ds1LK4CPxh",False,,2016-09-06 18:55:06,HillaryClinton,7.732321584041779e+17,False,522,1112,"Right now, too many Americans are being held back by student debt.

We’ve got to fix that: ",8.195615,-0.88979197,Endorsement
HillaryClinton,Anybody working full-time should not be living in poverty. It’s time to raise the minimum wage. https://t.co/o3fMNv77ai,False,,2016-09-06 18:51:27,HillaryClinton,7.73231133727359e+17,False,676,1342,Anybody working full-time should not be living in poverty. It’s time to raise the minimum wage. ,10.9321,1.1733432,Opposition
HillaryClinton,"In America, we don't say, “I alone can fix it.”

We say, ""We'll fix it together.” https://t.co/rKkXeL6c5X",False,,2016-09-06 18:47:22,HillaryClinton,7.732301355459215e+17,False,752,1549,"In America, we don't say, “I alone can fix it.”

We say, ""We'll fix it together.” ",7.584616,1.4830016,Endorsement
HillaryClinton,"We’re going to make our economy grow, but we’re also going to make it fair. Here’s how: https://t.co/xIbkccCzWi",False,,2016-09-06 18:43:24,HillaryClinton,7.732293383470735e+17,False,586,1116,"We’re going to make our economy grow, but we’re also going to make it fair. Here’s how: ",8.509736,3.1851623,Opposition
HillaryClinton,"""I want to be a president for all Americans, not just for some Americans; Democrats, Republicans, Independents."" —Hillary",False,,2016-09-06 18:40:14,HillaryClinton,7.732280785165435e+17,False,752,1830,"""I want to be a president for all Americans, not just for some Americans; Democrats, Republicans, Independents."" —Hillary",4.4610386,-0.35731247,Security
HillaryClinton,The stakes in this campaign couldn’t be higher. Make sure you’re registered to vote: https://t.co/tTgeqxNqYm,False,,2016-09-06 18:35:14,HillaryClinton,7.732270263334339e+17,False,656,1149,The stakes in this campaign couldn’t be higher. Make sure you’re registered to vote: ,9.231717,2.5901964,Opposition
HillaryClinton,"63 days left.

Watch live as Hillary hits the trail in Tampa → https://t.co/LZD1Asr7TS",False,,2016-09-06 18:31:03,,,False,735,2524,"63 days left.

Watch live as Hillary hits the trail in Tampa → ",4.3863983,1.1993774,Endorsement
realDonaldTrump,"Join me in Pensacola, Florida this Friday at 7pm! #VoteTrump 
https://t.co/L8Ui56dcrJ https://t.co/0ciDCuoFeO",False,,2016-09-06 17:57:59,,,False,4819,14298,"Join me in Pensacola, Florida this Friday at 7pm! #VoteTrump 
 ",7.001409,-1.1278036,Endorsement
realDonaldTrump,Thank you! #VoteTrump #ImWithYou https://t.co/SCEq9LqTTj,False,,2016-09-06 17:08:51,,,False,12785,33970,Thank you! #VoteTrump #ImWithYou ,2.4648638,1.9536316,Endorsement
HillaryClinton,Only one candidate in this race is standing up for working families. Take a look: https://t.co/24KUrmW0zH,False,,2016-09-06 16:58:12,,,False,1061,2541,Only one candidate in this race is standing up for working families. Take a look: ,1.0936233,0.22172898,Endorsement
HillaryClinton,Our veterans and military families deserve better. https://t.co/zhM6TSiSzc,False,,2016-09-06 15:33:41,,,False,1787,3808,Our veterans and military families deserve better. ,12.666343,0.4620427,Engagement
realDonaldTrump,"Mainstream media never covered Hillary’s massive “hacking”
or coughing attack, yet it is #1 trending. What’s up?",False,,2016-09-06 15:31:09,,,False,14388,36990,"Mainstream media never covered Hillary’s massive “hacking”
or coughing attack, yet it is #1 trending. What’s up?",5.031712,3.0455954,Social
realDonaldTrump,"""@Ler: Message for undecided voters: Please wake up and vote DonaldTrump now! Trump/Pence very important save our America before too late!""",False,,2016-09-06 13:05:12,,,False,6723,20412,"""@Ler: Message for undecided voters: Please wake up and vote DonaldTrump now! Trump/Pence very important save our America before too late!""",4.900749,3.19167,Social
realDonaldTrump,Thank you! #AmericaFirst https://t.co/6v4C8ykDVl,False,,2016-09-06 12:49:02,,,False,10859,28653,Thank you! #AmericaFirst ,6.2388306,2.208362,Endorsement
realDonaldTrump,"As a tribute to the late, great Phyllis Schlafly, I hope everybody can go out and get her latest book, THE CONSERVATIVE CASE FOR TRUMP.",False,,2016-09-06 12:48:02,,,False,5727,18968,"As a tribute to the late, great Phyllis Schlafly, I hope everybody can go out and get her latest book, THE CONSERVATIVE CASE FOR TRUMP.",3.4575424,0.15770057,Endorsement
